user_id,specialist_id,ratings,timestamp
1,177,5,1260759144
1,28,1,1260759144
1,391,4,1260759144
1,365,5,1260759144
1,356,3,1260759144
1,20,1,1260759144
1,237,3,1260759144
1,46,4,1260759144
1,155,3,1260759144
1,269,1,1260759144
1,225,3,1260759144
2,223,2,1298863157
2,343,3,1298863157
2,35,4,1298863157
2,43,3,1298863157
2,228,2,1298863157
2,125,3,1298863157
2,178,4,1298863157
2,351,5,1298863157
2,76,2,1298863157
2,23,4,1298863157
3,287,1,949919322
3,216,3,949919322
3,127,2,949919322
3,297,1,949919322
3,121,4,949919322
4,284,3,1163373711
4,74,5,1163373711
4,58,2,1163373711
4,301,1,1163373711
4,248,4,1163373711
4,305,4,1163373711
4,112,4,1163373711
4,356,3,1163373711
4,244,2,1163373711
5,231,5,1154400170
5,44,3,1154400170
5,329,1,1154400170
5,173,2,1154400170
6,358,4,942766251
6,324,3,942766251
6,305,1,942766251
6,51,5,942766251
6,247,4,942766251
7,305,5,1391657610
7,352,4,1391657610
7,228,2,1391657610
7,77,4,1391657610
7,252,1,1391657610
7,275,5,1391657610
8,162,4,1331379748
8,264,4,1331379748
8,334,3,1331379748
8,54,5,1331379748
8,220,2,1331379748
8,2,2,1331379748
8,263,2,1331379748
8,378,1,1331379748
8,101,2,1331379748
8,54,4,1331379748
8,13,3,1331379748
8,76,4,1331379748
9,101,4,1093028372
9,215,3,1093028372
9,62,3,1093028372
9,293,5,1093028372
9,86,4,1093028372
9,57,5,1093028372
9,240,2,1093028372
9,103,1,1093028372
9,199,1,1093028372
9,99,2,1093028372
10,101,2,1166586136
10,148,5,1166586136
10,374,4,1166586136
10,169,2,1166586136
10,395,2,1166586136
10,367,4,1166586136
10,55,5,1166586136
10,158,4,1166586136
10,179,3,1166586136
10,164,1,1166586136
10,157,1,1166586136
10,62,5,1166586136
11,363,1,997939439
11,165,5,997939439
11,38,1,997939439
11,240,1,997939439
11,85,4,997939439
11,151,5,997939439
11,375,4,997939439
11,99,1,997939439
11,8,4,997939439
11,392,5,997939439
11,268,1,997939439
11,390,3,997939439
11,313,1,997939439
11,132,5,997939439
11,383,5,997939439
11,327,4,997939439
11,277,4,997939439
11,74,2,997939439
11,172,4,997939439
11,205,4,997939439
11,31,5,997939439
12,295,2,1338698424
12,8,4,1338698424
12,192,4,1338698424
12,35,3,1338698424
12,128,4,1338698424
12,168,3,1338698424
12,214,4,1338698424
12,62,3,1338698424
12,122,3,1338698424
12,281,5,1338698424
12,221,2,1338698424
12,171,2,1338698424
12,341,4,1338698424
12,347,3,1338698424
13,39,4,1122576686
13,391,1,1122576686
13,369,3,1122576686
14,255,5,1425875796
14,3,2,1425875796
14,34,4,1425875796
14,132,5,1425875796
14,371,1,1425875796
14,45,3,1425875796
14,295,1,1425875796
14,242,3,1425875796
14,318,4,1425875796
14,206,5,1425875796
14,30,2,1425875796
14,150,1,1425875796
14,139,5,1425875796
14,99,5,1425875796
14,161,4,1425875796
14,77,2,1425875796
14,317,3,1425875796
14,14,1,1425875796
14,146,1,1425875796
14,179,2,1425875796
14,257,3,1425875796
15,269,2,1033344834
15,29,5,1033344834
15,313,3,1033344834
15,292,4,1033344834
15,305,5,1033344834
15,110,5,1033344834
15,362,4,1033344834
15,297,1,1033344834
15,136,3,1033344834
15,373,4,1033344834
15,13,3,1033344834
15,29,4,1033344834
15,391,1,1033344834
15,113,5,1033344834
15,351,2,1033344834
16,56,2,1345397753
16,214,4,1345397753
16,46,1,1345397753
16,354,2,1345397753
16,270,5,1345397753
16,361,5,1345397753
16,57,1,1345397753
16,171,2,1345397753
16,142,2,1345397753
16,248,2,1345397753
16,271,1,1345397753
17,89,3,997937413
17,240,2,997937413
17,396,4,997937413
17,244,2,997937413
17,6,2,997937413
17,184,3,997937413
17,202,3,997937413
17,293,2,997937413
18,339,3,997937762
18,103,5,997937762
18,354,4,997937762
18,205,3,997937762
19,314,4,1033939395
19,12,3,1033939395
19,123,5,1033939395
19,67,3,1033939395
19,54,1,1033939395
21,333,4,1367800228
21,321,4,1367800228
21,161,1,1367800228
21,253,1,1367800228
21,344,5,1367800228
21,164,3,1367800228
21,176,4,1367800228
21,44,1,1367800228
22,38,2,1222576379
22,71,2,1222576379
22,185,5,1222576379
22,156,2,1222576379
22,115,5,1222576379
23,127,5,1416119908
23,270,5,1416119908
23,112,1,1416119908
23,61,5,1416119908
23,322,1,1416119908
24,194,4,1240203829
24,70,2,1240203829
24,19,5,1240203829
24,69,4,1240203829
24,278,1,1240203829
24,236,5,1240203829
24,33,3,1240203829
24,207,4,1240203829
25,303,3,1093028001
25,157,1,1093028001
25,168,1,1093028001
25,371,1,1093028001
25,126,3,1093028001
25,260,4,1093028001
25,59,3,1093028001
25,72,1,1093028001
